SN|Res|FS|Wage|IntInc|Div|AliR|SSInc|RRInc|SchCInc|CapGains|QualDiv|TotInc|STCode|Tax|STFS|TUNO|NTUF|
262821306|1|3|-886076.54|-434028.38|-446053.34|550033.76|280535.72|-110467.27|-372438.01|430228.10|-643730.00|-620711.04|01|613701.20|0|5|0|
505171885|7|7|-783823.48|-526880.46|-076781.15|-177105.24|024763.63|540704.46|116423.70|-438210.17|-435503.32|-883055.45|37|-011278.75|7|0|8|
418562725|6|0|670287.66|-832482.74|305822.28|011171.03|-332661.71|360758.36|351540.58|256053.71|074487.31|-315856.62|46|753855.04|1|6|5|
322128385|5|1|-080234.67|-156187.35|824770.38|568475.46|-037133.76|-152063.28|-173328.32|-073863.64|-857080.25|308803.30|71|-781343.58|0|8|0|
236852814|4|6|486045.18|-881184.71|844841.57|027567.41|-516782.78|-236845.86|-081578.45|-884818.52|-162676.66|633548.80|22|-455324.83|6|8|7|
533471150|2|0|-403507.23|-810621.72|-002320.50|-516611.75|440827.15|022668.81|007628.80|064215.06|-036404.43|-087323.61|13|648288.65|4|3|8|
463677331|7|1|787742.72|-306476.86|176877.82|207130.26|-804446.82|-257307.80|686731.71|825347.63|113026.10|-774075.30|33|-456274.60|5|4|8|
670078882|8|5|-863151.50|118767.36|436760.62|406806.23|-856763.68|431006.01|736665.44|-114421.50|364470.45|758650.06|68|-230008.48|6|8|5|
186430841|7|2|-631381.20|-267460.68|-165710.81|-551857.03|841388.58|151437.36|-587566.87|330206.83|-411853.62|-418265.01|42|168485.07|2|1|4|
154123844|3|1|-875367.42|620044.01|-841604.81|704255.52|-014606.51|103073.40|724008.36|-540887.60|027166.30|-346838.10|86|818848.81|2|0|5|
352457834|5|4|-033721.51|-463505.01|-233824.08|837282.00|736357.48|055565.75|002686.58|163162.65|-560473.21|-672758.42|82|862608.23|3|2|4|
573321583|7|6|-321027.28|672641.62|-838317.23|-884826.41|748365.36|141832.04|448226.77|143362.12|-664010.74|-377705.55|16|835183.14|8|6|0|
327332501|0|5|-377575.56|842824.01|088767.85|767812.52|586562.25|-085140.43|548235.17|-231244.88|-001717.68|166261.11|36|287571.40|0|1|3|
723716856|7|0|078418.62|-184414.80|-343547.40|732350.08|032638.25|418578.45|-524015.45|881126.01|266442.61|-466233.11|58|-583657.27|2|4|1|
488418224|5|4|-012351.26|502012.75|-603437.41|803756.86|-683868.00|-207415.46|461871.68|310818.27|237834.37|-464027.03|10|-421474.08|3|3|5|
867368174|6|8|-532215.80|604322.36|821536.15|175520.82|-556231.14|525044.47|-503425.23|-443288.53|-057807.36|505705.64|75|274125.26|3|5|5|
373314504|4|3|-175831.64|027753.72|-688203.30|574712.87|-851075.26|246652.68|-832317.03|412281.14|714677.42|-860653.57|16|648128.81|4|0|7|
455657456|2|4|046148.23|-865318.62|071481.82|-558246.07|-536747.38|-312855.34|-777860.22|722546.31|435227.86|-102347.20|70|421530.68|4|3|4|
058651677|3|2|334431.14|503462.67|-580812.16|434081.46|620882.81|-254142.33|-737248.13|731412.42|-005124.28|614007.07|41|733066.07|1|5|1|
267667380|2|1|664025.08|-626734.47|-674157.20|827222.31|177331.78|-310102.70|020473.01|288831.31|-548666.55|-531411.48|32|-533884.13|8|3|1|
136062208|6|6|847848.11|-508028.34|-877052.08|587725.60|-104442.87|-737823.02|283878.07|772542.60|-887767.45|312085.34|32|-723353.02|2|0|3|
830332338|4|1|627773.57|-468370.86|638075.25|107502.34|-373484.14|-335747.41|-666837.05|722362.65|421663.57|525275.87|07|740464.40|4|7|0|
706060730|1|3|721254.35|082323.76|-510844.74|-854416.82|736851.45|341217.40|-081084.52|-528024.77|782533.78|-300568.78|38|286607.10|6|8|2|
815618160|0|0|-858768.56|507421.81|561441.68|-338334.63|-622865.26|-744720.31|267340.56|-612464.07|635761.71|345005.41|00|307227.00|8|0|4|
027353400|4|7|541163.08|-865581.10|441700.55|-267876.10|-684130.11|-466571.81|-322881.68|451184.06|-542070.33|-301812.26|55|-514721.14|7|3|7|
176008384|5|0|634374.37|-487183.15|-465761.12|001806.07|537238.21|-174482.57|-710737.42|865150.20|-226583.36|-763606.80|40|-475706.54|8|4|5|
137773122|8|6|-432830.16|888654.72|416332.52|-528802.35|255147.53|660014.84|142806.73|613637.81|078177.20|-728814.56|87|-323274.53|5|4|5|
481821215|5|7|-862562.28|-886014.04|840131.72|-383033.75|-218571.06|-468162.27|080306.80|206264.44|-732427.71|386882.10|01|-626257.85|8|1|1|
362223457|3|1|-358736.38|837202.58|-000818.18|241120.06|745162.44|-345652.38|031122.22|570225.03|-664522.43|212416.48|25|688118.02|8|6|7|
574024817|4|2|-733527.22|-652703.44|402544.41|-416107.52|673268.61|-364123.63|-535642.45|-611332.63|610441.01|-333273.45|51|804826.63|3|8|6|
627166357|8|6|132026.02|-647253.43|-847071.86|-601785.33|866726.47|372476.60|381311.52|183170.78|-138088.83|513503.14|35|-723431.71|7|0|5|
540785685|7|0|487655.22|-788418.57|455306.23|-484658.10|-327661.67|840011.18|457517.37|-654747.64|-525233.13|407172.84|74|471346.44|2|1|4|
451214685|3|6|-104353.06|-866164.43|-586441.01|-068436.12|265080.80|831685.35|628636.35|-436526.24|-155425.02|-107816.26|84|-463454.06|7|1|5|
828361227|1|4|-848016.73|-320007.72|165850.47|181287.25|247715.25|-301743.68|-757343.37|-241386.42|523343.25|807560.74|70|587410.53|5|7|3|
253385727|0|3|-728622.15|202667.07|-178842.81|244121.47|-880448.27|032047.40|752826.16|561055.54|-221860.24|-774542.41|26|-110530.00|3|4|5|
400316224|2|1|-600665.32|630712.21|-006525.13|176222.61|365837.61|-466833.85|010442.37|-563387.70|603708.34|-625457.02|32|143377.45|0|3|8|
244720558|1|7|516623.53|-317345.70|270178.50|-757104.60|-686005.52|475107.27|657570.75|305780.53|-628734.20|544340.56|08|-414468.08|8|0|7|
074580604|6|7|-140271.53|-370828.45|-762074.03|053804.34|804236.80|868465.80|-235020.22|616581.40|-627135.66|-182528.66|56|-034066.34|2|7|3|
154243716|7|2|351545.56|846284.67|-365584.54|-120438.51|-716351.33|-888833.37|610032.54|111730.54|-505228.57|-162274.30|87|261473.16|0|7|6|
228874661|7|8|-442216.20|-053032.12|243022.34|334012.34|-256771.48|-051054.77|-608752.37|-314477.10|017144.64|-107415.04|01|-318720.68|0|7|7|
503132840|4|4|-684528.24|-176680.66|378484.38|-384632.46|333121.81|124613.85|-723573.36|-088478.00|138654.34|-782034.88|32|-082403.62|4|6|3|
118461616|1|8|-803651.50|-654555.08|004853.05|-828740.78|236888.05|427404.26|213662.21|-456788.62|-168014.43|-536376.62|84|-364807.10|2|6|4|
353856883|2|2|828806.26|161122.82|-567046.30|303757.35|-172866.26|-357032.26|271620.52|-613747.38|412544.20|725487.24|60|888680.65|6|7|4|
555855352|5|3|331750.01|808061.02|388280.26|-643842.07|325826.31|360723.20|482500.70|-284717.73|212872.66|113763.83|77|-572356.74|1|0|5|
342400487|1|4|753386.65|-740825.17|-287822.34|-730220.72|-518375.34|532464.37|-625866.48|461546.58|015302.47|-531424.71|05|830061.85|2|1|7|
556600501|0|0|-627740.22|767605.01|877423.63|-753574.24|-403148.64|208367.64|750155.35|118430.46|-677343.81|031656.16|78|372635.25|0|8|4|
487817251|6|7|772447.20|-238525.06|-777764.47|-808462.50|-775175.77|420070.42|866106.83|-740520.85|824030.84|-645565.67|56|-766530.43|2|4|1|
435527755|0|4|342808.41|427002.68|137016.66|-312501.28|407518.26|550031.14|864036.05|073714.68|880225.01|-217018.41|84|008300.12|7|3|6|
305267666|4|8|388782.04|-808226.24|-700551.20|-051468.72|-507338.48|426455.83|-624548.24|053834.80|-206177.72|-106656.88|41|-286520.04|1|5|1|
578442380|2|8|-431044.58|-548288.24|033583.85|274830.31|803585.31|-200583.15|721683.00|556225.43|-070745.42|-481434.85|75|-263633.07|8|0|5|
064421553|4|1|-041736.41|-756423.76|255301.12|842831.32|076508.00|865247.84|-716234.55|370168.77|146734.24|-758383.34|45|-652738.45|3|0|8|
440357372|8|8|-275382.74|123706.78|-628213.73|657275.58|-035666.74|-167700.07|-677508.84|481810.37|651052.81|841078.51|77|206841.70|3|8|5|
860672014|8|8|-723540.52|211021.40|-505120.05|-623318.15|-373818.37|-215043.30|-614528.28|403812.77|734225.06|108858.04|65|362103.14|7|2|4|
344480720|1|7|-506264.58|-004485.48|-347702.61|-212106.45|-102772.84|686681.57|-411217.65|028733.57|-661182.00|367757.88|52|-822680.23|4|4|8|
771468365|1|1|-455802.08|862464.03|103311.02|-582004.03|236481.23|802268.32|500531.60|027888.60|213712.81|482327.16|57|860043.85|1|4|6|
823423178|5|1|731041.53|-236470.28|-772306.57|632876.12|-185487.23|-610570.85|-204610.20|-560835.77|870846.88|722450.77|48|413735.00|8|6|2|
260672538|7|5|675845.35|184611.50|307426.44|-854087.61|240570.51|-813162.14|116141.46|-558331.18|-757552.52|-430566.05|11|800577.31|2|1|7|
250326026|1|5|-534041.82|-020855.24|-725057.83|-032877.05|-121010.86|036276.65|-862681.24|482424.85|-251142.01|627627.72|70|312603.15|7|8|2|
065474031|4|8|-567828.73|347630.46|758442.28|-657722.66|420817.51|-105700.72|333011.80|853472.83|-727544.43|-600785.27|56|824405.52|3|8|8|
243865826|5|2|-218184.36|662327.74|-622505.67|402721.25|-367511.43|826248.17|750812.07|-003144.25|672733.41|-285612.65|61|-737433.07|8|5|0|
320764341|6|4|452321.88|-647381.11|-711273.78|625723.56|-220115.18|-586145.63|686143.17|-566526.10|-004665.58|-130637.52|14|230601.47|5|0|1|
103042532|2|7|074102.85|333178.43|-741857.56|-652877.02|104072.84|-436600.88|408502.60|-038428.63|-863121.23|740207.70|50|-577721.28|7|3|6|
332277116|8|1|-382534.03|088107.32|123168.07|-804127.62|307533.00|500407.27|-168524.46|887750.41|163451.33|728658.20|44|548672.74|1|4|0|
661227225|7|0|235841.25|-766840.38|811218.11|-627171.62|-781573.02|575717.84|-670244.03|-658612.54|-061153.71|671563.24|84|411758.50|4|0|4|
673260837|6|7|406385.52|275830.40|-082182.15|-145825.70|552585.42|581418.04|-123188.53|-754321.18|-186836.08|062025.05|46|256045.40|6|5|2|
644466242|0|5|-323811.35|-824374.82|605752.24|-778618.52|-168147.78|346622.43|-431428.01|-758820.46|262171.62|467702.54|87|862057.60|1|1|2|
614728027|6|2|-170486.30|-351413.02|-642358.00|-488618.63|610507.78|-644300.27|-514620.00|-325627.75|-025884.57|-123277.08|26|-674482.30|7|4|1|
851804144|3|5|-348020.77|-331752.07|417234.73|385364.10|766740.00|763614.53|-306747.15|-632181.08|-505142.28|725520.63|85|-736772.44|3|8|0|
718637718|7|7|486824.04|-135557.34|-662504.34|-355376.05|845337.47|-017038.05|-585866.02|-010548.38|821308.84|-766167.12|68|447064.22|3|4|7|
771371303|7|8|045158.74|-753317.52|-780175.35|-566445.63|507811.71|458843.68|-248785.82|182222.46|-831172.68|-662347.15|65|-204040.25|0|1|6|
517420178|6|2|780085.42|-336011.30|-501382.62|-077246.53|-257047.31|-407233.73|-282622.62|-532014.33|-763010.88|768168.35|83|-456143.01|6|6|7|
016138653|4|4|625234.13|661434.11|-701837.12|-458321.00|-136547.14|-202486.58|-131504.87|828417.42|-174861.72|285434.00|00|067563.16|3|7|6|
314831447|1|4|-068364.01|861611.70|-142452.17|-182611.85|754678.63|032168.55|-525148.67|-234048.04|106546.85|755770.50|24|073217.63|6|4|4|
038752825|3|3|-426134.06|-437556.71|213312.12|184810.54|-705341.87|728201.46|552664.18|261736.76|-880203.71|206354.04|44|-632076.08|2|2|3|
154603701|8|4|-817668.86|-077160.82|-254640.30|-320828.68|-263281.23|-018710.80|-821121.51|274770.02|-164125.73|-843638.25|03|126615.58|6|0|4|
357524481|0|7|-733188.45|-126364.64|-035358.24|-047265.85|440754.65|-705472.16|037345.65|341116.52|817234.71|201533.06|58|675078.07|8|7|3|
374062601|1|5|136274.87|-100414.35|680221.33|070221.31|-031023.60|487202.43|-438478.76|788726.25|183556.46|-106762.77|61|785455.18|2|2|7|
648136071|5|4|071688.63|-030464.10|124546.45|-811638.11|-283222.83|-341547.18|335102.50|848756.72|186707.20|344261.38|21|160664.67|3|4|0|
866364204|8|0|303366.68|-072615.16|612315.23|651354.34|-561650.43|-332414.38|-780712.03|122174.61|628378.75|358845.30|33|123465.75|3|6|1|
335667186|5|2|-870013.14|004372.35|-166751.86|-451335.86|873336.46|-418288.25|-500837.60|058303.64|-251575.78|-168850.23|08|-882048.44|5|6|3|
572216032|6|6|-361878.54|-886250.27|310121.86|-313758.07|816026.13|-374130.86|-514405.37|256884.33|-723552.20|558668.18|57|702341.07|6|5|8|
157650376|3|5|-844246.00|-725875.76|-200767.12|600570.46|-654054.71|-825033.77|-240644.68|-026027.25|-667771.36|-316033.74|85|413337.18|3|1|0|
640876588|3|2|628685.01|-553427.63|684248.32|-806785.61|402236.81|-764833.28|378211.01|253148.05|067415.44|-642172.08|63|-560432.41|4|3|3|
526543164|0|3|-378366.58|-601056.58|680311.15|-525853.55|676551.46|206507.11|746087.54|187063.50|-286243.34|-080165.57|06|-722117.28|4|6|2|
736740888|0|8|474678.42|-116834.16|174541.01|-227703.17|-681118.88|-337067.65|-451000.43|-101728.34|-342650.36|-070487.05|08|-155651.18|2|1|6|
537062652|5|3|710532.18|-815322.32|086025.45|773635.66|068241.46|-567486.26|-313075.35|001454.63|501726.35|572086.63|12|812686.68|4|7|2|
405567864|8|3|210650.10|058351.02|388315.65|386435.56|-620652.78|651304.31|-615725.37|582444.60|358524.51|-413825.05|57|-763803.02|1|0|0|
844548514|7|1|-245121.66|442220.77|-253527.71|155314.21|-652403.34|676776.63|434007.48|-557283.78|-166788.36|052442.47|73|-813384.06|0|6|6|
377723710|5|6|-117745.37|785800.53|216776.47|323832.76|-162788.38|-571602.80|171507.45|836533.35|-845708.11|-483764.54|25|512181.60|7|7|1|
064088524|7|3|-027827.68|-223708.22|178177.73|-633141.28|-581034.76|488380.77|706444.74|032008.42|204420.01|-734617.04|84|-245036.66|1|7|6|
354522704|3|6|235565.06|528678.21|-133516.05|-060870.64|-141548.84|372424.06|-866387.80|084862.14|-310007.62|-731756.18|78|-123563.60|5|1|0|
465236853|2|6|-364661.41|-558653.13|-407223.10|004734.52|-448014.06|-073732.46|614538.17|507278.25|-743453.24|-408883.23|14|252465.73|6|3|1|
472403871|4|4|-056005.04|652056.47|672405.74|-818113.33|253350.00|-616352.83|-453257.48|-311673.85|-566826.11|-662538.26|58|315215.10|5|2|5|
120320817|7|3|874201.58|202173.58|433011.05|-854266.23|471750.80|470013.00|-012385.24|428561.70|-565880.17|-633101.03|21|-134031.71|8|5|4|
646330115|4|6|-118562.84|-714723.54|-775555.43|004202.33|-058327.81|703540.18|357547.11|-811800.56|-550778.30|072210.32|04|-246766.07|3|3|5|
850334228|2|0|185532.07|-484846.66|025536.83|-623022.76|-831774.51|-016638.30|-740122.13|-252387.80|177457.64|742716.28|67|-815052.43|2|4|0|
285147357|1|8|-113733.51|-730335.53|416753.16|008044.40|-534012.54|-481025.41|574501.06|204848.37|068240.20|767443.81|18|-511176.23|7|1|2|
155173536|2|1|836382.08|227080.17|740706.23|757040.05|568440.54|676648.16|126214.76|747042.14|-678800.27|-714085.11|20|152605.10|1|2|1|
053600010|6|8|164104.31|-273730.55|-447768.03|-578143.86|812203.52|553106.17|-668725.11|150247.56|-275687.16|166331.76|53|-571776.42|8|2|4|
463176375|5|3|402206.30|-750586.07|-785547.61|-401632.52|632164.77|120062.74|-101162.10|375571.42|-487573.24|744738.12|50|210187.12|5|0|2|
873054368|3|7|-701345.03|-521416.75|-782043.38|-437216.85|-727688.22|383782.13|-266361.65|-431753.62|318085.87|556816.70|76|381454.67|4|5|0|
454433784|8|6|-533570.14|-111584.03|877737.71|107324.04|-632253.00|-085043.40|835088.03|442417.37|-047582.00|-730547.12|65|763135.03|2|8|2|
232336710|3|8|-617526.13|802783.63|656547.02|-443520.85|-246684.31|158185.16|-748237.11|227658.04|-385772.12|551287.70|87|-210220.67|8|6|4|
866077005|6|6|364310.13|-737532.36|-033002.47|711254.76|-426603.14|-583333.60|381538.88|862858.68|425172.16|-481303.82|10|-806427.86|2|8|8|
557677740|7|1|-888042.16|820163.75|312607.55|625461.24|-078875.21|-748652.04|-653176.07|011178.04|515347.30|-775200.66|87|810757.88|2|3|7|
371526080|5|8|-651641.76|106334.38|-165258.05|158860.68|267127.23|602353.56|270165.20|-003787.81|821613.25|185253.46|21|-858514.25|3|8|6|
